-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2025 through 12/31/2025 in UTC
Location: Latitude  50.8503   Longitude 4.3517 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 36.84 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M                 MERRA-2 Wind Direction at 10 Meters (Degrees) 
PS                    MERRA-2 Surface Pressure (kPa) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (W m-2) 
-END HEADER-
YEAR,MO,DY,HR,T2M,RH2M,WS10M,WD10M,PS,ALLSKY_SFC_SW_DWN
2025,2,15,15,0.94,87.27,2.12,87.0,101.68,95.2
2025,2,15,16,0.13,87.48,2.58,84.2,101.64,18.58
2025,2,15,17,0.02,87.91,2.88,86.8,101.62,0.0
2025,2,15,18,-0.04,88.86,3.1,93.0,101.61,0.0
2025,2,15,19,-0.34,90.53,3.01,96.3,101.6,0.0
2025,2,15,20,-0.56,91.91,2.8,94.9,101.6,0.0
2025,2,15,21,-0.64,92.53,2.69,92.3,101.61,0.0
2025,2,15,22,-0.7,92.98,2.72,87.7,101.6,0.0
2025,2,15,23,-0.78,93.29,3.13,83.8,101.57,0.0
2025,2,16,0,-1.02,94.26,3.51,81.2,101.53,0.0
2025,2,16,1,-1.61,96.84,3.37,77.2,101.51,0.0
2025,2,16,2,-2.04,98.17,3.52,71.6,101.5,0.0
2025,2,16,3,-2.54,100.0,3.68,70.0,101.51,0.0
2025,2,16,4,-2.83,100.0,3.91,71.3,101.51,0.0
2025,2,16,5,-3.0,100.0,4.06,72.4,101.51,0.0
2025,2,16,6,-3.14,100.0,4.14,72.7,101.52,0.0
2025,2,16,7,-2.34,95.23,4.81,73.7,101.56,35.42
2025,2,16,8,-0.7,88.18,4.92,77.2,101.59,126.32
2025,2,16,9,1.18,77.89,5.57,87.3,101.61,211.77
2025,2,16,10,2.37,71.3,5.92,89.4,101.61,282.05
2025,2,16,11,3.1,67.9,6.09,87.9,101.6,299.4
2025,2,16,12,3.52,66.1,6.16,85.5,101.57,309.05
2025,2,16,13,3.58,65.82,6.32,84.3,101.56,279.23
2025,2,16,14,3.25,67.58,6.18,84.2,101.56,216.4
2025,2,16,15,2.15,74.91,5.02,80.3,101.57,131.98
2025,2,16,16,-0.64,86.08,3.99,73.4,101.62,32.17
2025,2,16,17,-1.51,89.25,4.56,70.8,101.67,0.0
2025,2,16,18,-1.64,90.87,5.02,71.8,101.71,0.0
2025,2,16,19,-2.07,94.52,5.03,74.9,101.73,0.0
2025,2,16,20,-2.53,98.25,4.81,78.6,101.74,0.0
2025,2,16,21,-2.92,100.0,4.54,81.8,101.76,0.0
2025,2,16,22,-3.09,100.0,4.36,83.7,101.77,0.0
2025,2,16,23,-3.09,100.0,4.27,84.5,101.79,0.0
2025,2,17,0,-3.15,100.0,4.19,83.8,101.8,0.0
2025,2,17,1,-3.09,98.23,4.12,83.9,101.81,0.0
2025,2,17,2,-3.44,99.75,3.58,83.3,101.81,0.0
2025,2,17,3,-3.49,99.11,3.89,83.2,101.82,0.0
2025,2,17,4,-3.62,98.77,3.78,86.5,101.84,0.0
2025,2,17,5,-3.66,98.02,3.69,90.5,101.84,0.0
2025,2,17,6,-4.06,99.54,3.1,93.9,101.85,0.0
2025,2,17,7,-3.19,94.59,3.71,95.4,101.87,51.58
2025,2,17,8,-1.8,89.16,3.39,92.9,101.9,186.0
2025,2,17,9,0.37,76.58,3.39,97.6,101.9,312.75
2025,2,17,10,2.18,68.15,3.41,96.7,101.91,410.27
2025,2,17,11,3.16,64.83,3.5,95.1,101.89,471.88
2025,2,17,12,3.64,63.67,3.42,92.5,101.85,468.67
2025,2,17,13,3.74,63.61,3.39,87.0,101.81,414.27
2025,2,17,14,3.38,66.48,3.62,81.3,101.79,309.75
2025,2,17,15,1.96,78.84,2.87,78.1,101.75,176.4
2025,2,17,16,-1.22,87.19,3.21,75.6,101.75,40.33
2025,2,17,17,-2.19,89.45,3.49,76.8,101.79,0.0
2025,2,17,18,-2.21,88.35,3.61,80.4,101.82,0.0
2025,2,17,19,-2.44,89.1,3.7,83.5,101.84,0.0
2025,2,17,20,-2.8,91.17,3.7,86.7,101.85,0.0
2025,2,17,21,-3.13,93.4,3.6,90.6,101.86,0.0
2025,2,17,22,-3.32,94.92,3.52,96.2,101.87,0.0
2025,2,17,23,-3.34,95.41,3.61,101.2,101.85,0.0
2025,2,18,0,-3.4,96.61,3.26,105.7,101.85,0.0
2025,2,18,1,-3.48,98.01,2.71,112.3,101.88,0.0
2025,2,18,2,-3.4,97.35,2.57,115.1,101.88,0.0
2025,2,18,3,-3.35,96.58,2.75,114.5,101.88,0.0
2025,2,18,4,-3.31,96.25,3.08,112.9,101.88,0.0
2025,2,18,5,-3.31,95.91,3.37,110.7,101.89,0.0
2025,2,18,6,-3.37,95.36,3.48,110.0,101.91,0.0
2025,2,18,7,-2.78,92.12,3.95,109.7,101.95,53.47
2025,2,18,8,-1.4,86.91,3.74,107.3,101.99,184.3
2025,2,18,9,0.95,70.76,4.51,117.9,102.0,305.65
2025,2,18,10,2.29,65.41,4.86,114.5,102.0,403.65
2025,2,18,11,3.09,63.5,5.25,108.2,101.98,470.0
2025,2,18,12,3.55,63.09,5.61,104.6,101.93,469.75
2025,2,18,13,3.79,63.02,5.94,103.0,101.88,416.92
2025,2,18,14,3.61,65.65,5.8,102.6,101.83,310.92
2025,2,18,15,2.53,76.17,4.38,97.1,101.78,178.68
2025,2,18,16,-0.03,85.44,4.0,92.7,101.76,42.6
2025,2,18,17,-0.75,86.71,4.8,94.4,101.77,0.0
2025,2,18,18,-0.85,87.15,5.13,99.8,101.77,0.0
2025,2,18,19,-1.13,88.03,5.01,104.9,101.78,0.0
2025,2,18,20,-1.36,88.53,4.79,107.5,101.77,0.0
2025,2,18,21,-1.49,88.58,4.79,107.3,101.76,0.0
2025,2,18,22,-1.65,88.83,4.83,106.1,101.74,0.0
2025,2,18,23,-1.65,88.82,4.93,105.6,101.73,0.0
2025,2,19,0,-1.59,88.06,4.96,106.2,101.71,0.0
2025,2,19,1,-1.56,87.82,4.83,106.4,101.69,0.0
2025,2,19,2,-1.55,87.41,4.76,105.5,101.66,0.0
2025,2,19,3,-1.58,87.0,4.75,104.9,101.63,0.0
2025,2,19,4,-1.58,87.0,4.83,106.5,101.62,0.0
2025,2,19,5,-1.69,87.48,4.82,108.9,101.61,0.0
2025,2,19,6,-1.78,87.83,4.88,112.2,101.6,0.0
2025,2,19,7,-1.37,85.77,5.3,115.7,101.6,48.65
2025,2,19,8,-0.29,79.49,5.85,128.9,101.57,151.52
2025,2,19,9,1.3,73.06,6.09,140.8,101.56,244.5
2025,2,19,10,3.02,70.62,5.8,144.7,101.56,316.08
2025,2,19,11,4.52,71.24,5.6,148.1,101.56,367.17
2025,2,19,12,5.38,74.32,5.32,149.9,101.53,400.08
2025,2,19,13,5.83,77.64,5.16,153.8,101.51,335.2
2025,2,19,14,5.67,82.04,4.61,154.5,101.48,238.27
2025,2,19,15,4.23,88.94,3.77,152.8,101.47,129.02
2025,2,19,16,2.55,95.29,4.06,155.8,101.48,31.95
2025,2,19,17,1.96,97.34,4.31,162.2,101.5,0.0
2025,2,19,18,2.11,95.4,4.73,167.8,101.51,0.0
2025,2,19,19,2.28,94.48,4.96,171.2,101.51,0.0
2025,2,19,20,2.42,94.43,4.76,174.3,101.51,0.0
2025,2,19,21,2.57,94.77,4.66,176.8,101.53,0.0
2025,2,19,22,2.6,95.23,4.8,176.1,101.53,0.0
2025,2,19,23,2.64,95.62,4.91,177.9,101.53,0.0
2025,2,20,0,2.88,96.15,4.97,182.9,101.53,0.0
2025,2,20,1,3.11,96.7,5.04,183.3,101.5,0.0
2025,2,20,2,3.4,97.2,5.27,184.5,101.47,0.0
2025,2,20,3,3.49,98.22,5.38,184.3,101.45,0.0
2025,2,20,4,3.26,99.42,5.48,183.2,101.46,0.0
2025,2,20,5,3.45,99.75,5.89,187.2,101.46,0.0
2025,2,20,6,3.51,99.94,5.9,185.4,101.45,0.0
2025,2,20,7,4.03,98.95,6.19,185.1,101.47,38.53
2025,2,20,8,5.19,97.71,6.63,192.1,101.53,108.53
2025,2,20,9,6.72,95.67,6.76,195.0,101.56,177.68
2025,2,20,10,8.22,90.95,6.91,196.7,101.56,234.32
2025,2,20,11,9.0,88.5,7.08,198.0,101.53,214.93
2025,2,20,12,9.44,88.5,7.13,200.6,101.51,174.4
2025,2,20,13,9.88,88.85,6.98,203.2,101.51,163.4
2025,2,20,14,10.05,89.67,6.53,201.5,101.5,121.62
2025,2,20,15,10.0,90.37,6.67,202.8,101.5,76.03
2025,2,20,16,9.31,93.16,6.44,202.2,101.53,20.05
2025,2,20,17,8.72,95.1,6.65,194.6,101.54,0.0
2025,2,20,18,8.81,94.09,7.22,196.5,101.55,0.0
2025,2,20,19,8.33,95.71,6.63,189.4,101.53,0.0
2025,2,20,20,7.83,97.07,6.19,187.8,101.56,0.0
2025,2,20,21,7.88,97.69,5.91,192.4,101.6,0.0
2025,2,20,22,8.24,97.73,5.96,193.9,101.63,0.0
2025,2,20,23,8.47,97.67,5.97,192.6,101.62,0.0
2025,2,21,0,8.49,97.79,5.86,188.3,101.58,0.0
2025,2,21,1,8.36,97.9,5.85,185.3,101.56,0.0
2025,2,21,2,8.51,96.62,6.1,184.3,101.56,0.0
2025,2,21,3,8.82,95.16,6.5,182.6,101.53,0.0
2025,2,21,4,8.99,94.32,6.82,182.4,101.5,0.0
2025,2,21,5,8.86,94.39,7.17,178.9,101.45,0.0
2025,2,21,6,8.5,95.09,6.98,175.1,101.42,0.0
2025,2,21,7,8.4,95.01,6.92,171.7,101.42,50.6
2025,2,21,8,9.41,92.15,7.2,174.3,101.4,155.62
2025,2,21,9,11.49,86.97,7.84,177.9,101.38,258.27
2025,2,21,10,13.96,80.0,8.46,179.1,101.32,338.95
2025,2,21,11,15.66,75.89,8.53,177.0,101.24,376.15
2025,2,21,12,16.41,73.3,8.81,177.0,101.14,383.27
2025,2,21,13,16.39,74.36,8.59,175.6,101.04,333.85
2025,2,21,14,15.65,78.17,8.05,174.4,100.97,243.05
2025,2,21,15,14.51,82.62,7.55,173.0,100.92,137.12
2025,2,21,16,13.29,86.58,6.95,170.1,100.9,36.08
2025,2,21,17,12.48,88.31,6.84,167.3,100.9,0.0
2025,2,21,18,12.34,86.22,7.39,171.0,100.91,0.0
2025,2,21,19,12.11,86.04,7.46,175.7,100.9,0.0
2025,2,21,20,11.66,87.92,6.85,177.4,100.88,0.0
2025,2,21,21,11.16,90.12,6.17,179.8,100.85,0.0
2025,2,21,22,10.69,91.82,5.83,181.1,100.8,0.0
2025,2,21,23,10.1,93.28,5.77,177.1,100.77,0.0
2025,2,22,0,9.64,93.77,5.83,175.0,100.75,0.0
2025,2,22,1,9.44,93.78,5.56,175.6,100.71,0.0
2025,2,22,2,9.55,93.72,5.69,174.1,100.66,0.0
2025,2,22,3,9.47,94.88,5.7,172.2,100.64,0.0
2025,2,22,4,9.26,95.4,6.0,172.0,100.63,0.0
2025,2,22,5,9.11,95.39,6.18,174.2,100.63,0.0
2025,2,22,6,9.44,93.85,6.76,180.2,100.64,0.0
2025,2,22,7,9.82,92.96,7.05,185.2,100.66,17.77
2025,2,22,8,10.11,92.76,6.86,184.6,100.7,71.7
2025,2,22,9,10.39,93.1,6.95,185.3,100.73,110.78
2025,2,22,10,10.79,93.26,6.78,189.3,100.74,140.5
2025,2,22,11,11.29,93.1,6.15,191.5,100.75,151.45
2025,2,22,12,11.75,91.25,6.36,204.9,100.76,141.82
2025,2,22,13,11.99,87.8,6.52,226.5,100.82,152.12
2025,2,22,14,11.46,88.54,5.98,247.2,100.92,121.7
2025,2,22,15,10.91,90.97,5.2,259.0,101.06,71.6
2025,2,22,16,9.51,95.69,3.74,261.5,101.2,20.52
2025,2,22,17,7.65,100.0,3.29,253.4,101.34,0.0
2025,2,22,18,7.12,100.0,3.5,245.2,101.47,0.0
2025,2,22,19,6.8,100.0,3.84,241.4,101.59,0.0
2025,2,22,20,6.7,100.0,4.13,240.4,101.69,0.0
2025,2,22,21,6.66,100.0,4.42,237.9,101.78,0.0
2025,2,22,22,6.57,99.43,4.76,233.6,101.84,0.0
2025,2,22,23,6.41,98.41,4.8,234.1,101.92,0.0
2025,2,23,0,6.13,98.17,4.43,231.5,101.99,0.0
2025,2,23,1,5.86,98.13,4.17,223.4,102.04,0.0
2025,2,23,2,5.69,98.08,4.14,216.8,102.08,0.0
2025,2,23,3,5.59,97.9,4.04,209.2,102.1,0.0
2025,2,23,4,5.47,97.84,4.21,201.0,102.13,0.0
2025,2,23,5,5.35,97.79,4.45,197.1,102.18,0.0
2025,2,23,6,5.31,97.74,4.74,193.0,102.23,0.0
2025,2,23,7,5.65,97.11,5.24,190.3,102.27,80.88
2025,2,23,8,6.51,95.91,5.73,190.3,102.29,206.18
2025,2,23,9,8.31,91.65,6.45,190.4,102.29,335.25
2025,2,23,10,11.05,82.77,6.84,191.2,102.25,428.23
2025,2,23,11,13.12,75.09,7.43,197.3,102.2,476.08
2025,2,23,12,14.1,71.01,7.97,204.2,102.14,463.48
2025,2,23,13,14.33,69.32,8.08,206.3,102.07,402.15
2025,2,23,14,14.04,69.98,7.67,204.3,102.0,310.05
2025,2,23,15,13.08,74.68,6.59,203.4,101.96,186.38
2025,2,23,16,11.0,84.17,5.1,201.0,101.96,58.8
2025,2,23,17,9.79,88.82,5.22,192.9,101.94,0.0
2025,2,23,18,9.76,89.24,6.12,187.5,101.9,0.0
2025,2,23,19,9.58,90.29,6.51,185.8,101.86,0.0
2025,2,23,20,9.37,91.18,6.45,189.5,101.88,0.0
2025,2,23,21,9.2,91.51,6.66,188.5,101.85,0.0
2025,2,23,22,9.01,91.36,6.96,187.2,101.8,0.0
2025,2,23,23,8.82,90.91,7.2,185.4,101.72,0.0
2025,2,24,0,8.7,90.42,7.55,184.0,101.65,0.0
2025,2,24,1,8.35,90.9,7.63,183.5,101.56,0.0
2025,2,24,2,8.14,90.77,7.82,183.4,101.47,0.0
2025,2,24,3,8.12,90.41,7.83,185.5,101.43,0.0
2025,2,24,4,8.08,90.32,8.18,187.2,101.38,0.0
2025,2,24,5,8.17,89.85,8.51,189.0,101.31,0.0
2025,2,24,6,8.28,89.58,8.6,188.6,101.26,0.0
2025,2,24,7,8.38,89.82,8.92,187.9,101.22,25.9
2025,2,24,8,9.0,87.05,9.9,190.3,101.15,74.9
2025,2,24,9,9.71,86.41,10.0,188.8,101.08,124.22
2025,2,24,10,11.22,82.18,10.28,191.8,101.02,170.35
2025,2,24,11,12.09,79.5,10.09,199.6,100.97,203.65
2025,2,24,12,11.93,81.46,9.69,207.3,100.93,156.8
2025,2,24,13,11.45,85.03,9.45,213.8,100.92,95.38
2025,2,24,14,11.11,87.34,8.9,219.4,100.93,113.45
2025,2,24,15,10.93,89.15,7.99,224.9,100.95,69.78
2025,2,24,16,10.35,92.05,6.6,226.5,100.98,25.35
2025,2,24,17,9.64,94.3,6.28,226.3,101.03,0.0
2025,2,24,18,8.7,98.5,5.77,221.8,101.06,0.0
2025,2,24,19,8.03,100.0,5.52,215.9,101.05,0.0
2025,2,24,20,7.68,99.86,5.6,214.0,101.03,0.0
2025,2,24,21,7.35,99.62,5.52,211.1,101.02,0.0
2025,2,24,22,7.09,99.04,5.73,208.4,101.05,0.0
2025,2,24,23,7.07,98.38,5.79,214.4,101.06,0.0
2025,2,25,0,6.77,98.62,5.03,217.6,101.04,0.0
2025,2,25,1,6.62,97.96,4.57,214.5,101.01,0.0
2025,2,25,2,6.42,98.12,4.31,209.3,100.99,0.0
2025,2,25,3,6.06,98.0,4.17,195.7,100.97,0.0
2025,2,25,4,5.87,97.9,4.18,187.7,100.96,0.0
2025,2,25,5,5.86,97.91,4.05,178.4,100.91,0.0
2025,2,25,6,6.06,97.88,4.1,168.3,100.85,0.0
2025,2,25,7,6.73,97.03,4.3,164.6,100.81,55.28
2025,2,25,8,7.88,95.69,4.21,163.5,100.78,136.88
2025,2,25,9,9.76,90.5,4.4,165.8,100.76,224.38
2025,2,25,10,11.17,84.88,4.03,165.9,100.72,285.88
2025,2,25,11,11.82,81.26,3.42,162.3,100.67,316.58
2025,2,25,12,11.77,80.45,2.43,150.2,100.63,267.98
2025,2,25,13,11.55,82.43,1.27,104.6,100.61,215.15
2025,2,25,14,10.99,89.33,1.54,38.9,100.59,155.93
2025,2,25,15,9.99,93.53,2.36,20.6,100.59,92.18
2025,2,25,16,9.19,95.12,3.37,13.7,100.59,32.28
2025,2,25,17,8.87,95.82,4.45,9.3,100.62,0.0
2025,2,25,18,8.55,96.23,4.94,4.3,100.66,0.0
2025,2,25,19,8.16,96.35,5.08,358.2,100.72,0.0
2025,2,25,20,7.8,96.51,5.14,347.6,100.76,0.0
2025,2,25,21,7.43,96.54,5.46,333.3,100.82,0.0
2025,2,25,22,6.98,96.41,5.89,326.0,100.89,0.0
2025,2,25,23,6.36,96.67,5.91,320.0,100.97,0.0
2025,2,26,0,5.64,96.56,5.58,317.3,101.06,0.0
2025,2,26,1,5.18,97.18,4.36,311.0,101.1,0.0
2025,2,26,2,4.91,97.73,3.68,297.7,101.11,0.0
2025,2,26,3,4.61,97.72,3.5,282.7,101.11,0.0
2025,2,26,4,4.27,97.95,3.58,268.4,101.14,0.0
2025,2,26,5,3.86,98.04,3.86,254.1,101.17,0.0
2025,2,26,6,3.54,97.84,4.02,239.7,101.2,3.97
2025,2,26,7,3.57,97.27,4.32,229.1,101.25,81.45
2025,2,26,8,4.09,96.17,5.01,231.9,101.28,210.45
2025,2,26,9,5.06,93.76,5.41,230.5,101.3,329.1
2025,2,26,10,6.27,90.12,5.64,226.0,101.31,421.9
2025,2,26,11,7.48,85.25,6.04,222.2,101.28,466.23
2025,2,26,12,8.93,76.62,6.7,219.5,101.2,411.7
2025,2,26,13,9.55,71.66,7.21,213.6,101.11,357.8
2025,2,26,14,9.52,70.38,7.56,205.2,101.02,258.65
2025,2,26,15,8.62,73.57,7.21,194.7,100.93,149.6
2025,2,26,16,7.42,79.6,7.61,182.3,100.84,51.25
2025,2,26,17,6.65,85.69,8.57,179.6,100.78,0.0
2025,2,26,18,6.17,90.41,8.78,180.8,100.74,0.0
2025,2,26,19,6.07,91.53,8.92,189.2,100.72,0.0
2025,2,26,20,5.66,93.11,8.63,200.3,100.72,0.0
2025,2,26,21,5.38,94.75,7.42,211.9,100.71,0.0
2025,2,26,22,5.3,96.56,5.83,228.1,100.73,0.0
2025,2,26,23,4.86,99.21,4.75,236.0,100.75,0.0
2025,2,27,0,4.62,98.83,4.94,238.1,100.77,0.0
2025,2,27,1,4.48,98.12,5.22,240.9,100.81,0.0
2025,2,27,2,4.2,98.34,4.99,244.5,100.84,0.0
2025,2,27,3,3.98,97.92,5.09,242.2,100.87,0.0
2025,2,27,4,3.73,97.87,5.16,239.6,100.9,0.0
2025,2,27,5,3.49,97.92,5.3,234.0,100.93,0.0
2025,2,27,6,3.2,97.67,5.26,223.1,100.96,4.93
2025,2,27,7,3.36,97.03,5.54,214.8,101.0,67.8
2025,2,27,8,4.0,95.93,5.93,214.6,101.01,140.77
2025,2,27,9,4.8,94.09,6.3,224.0,101.02,194.7
2025,2,27,10,5.54,92.78,6.2,245.0,101.06,228.27
2025,2,27,11,6.38,89.75,5.97,269.7,101.09,215.18
2025,2,27,12,7.1,84.79,6.19,284.3,101.11,175.95
2025,2,27,13,7.46,79.78,6.8,285.1,101.14,180.75
2025,2,27,14,6.65,83.06,6.65,276.0,101.18,141.6
2025,2,27,15,5.59,90.45,6.55,264.6,101.2,91.03
2025,2,27,16,5.09,94.41,7.2,265.2,101.22,37.3
2025,2,27,17,5.19,95.45,7.35,278.2,101.27,0.0
2025,2,27,18,5.16,96.08,6.89,290.1,101.34,0.0
2025,2,27,19,5.17,95.89,6.67,298.0,101.41,0.0
2025,2,27,20,5.35,94.77,6.47,301.7,101.49,0.0
2025,2,27,21,5.43,94.11,6.05,307.1,101.53,0.0
2025,2,27,22,5.34,94.18,5.58,311.0,101.57,0.0
2025,2,27,23,5.23,94.92,5.22,313.4,101.58,0.0
2025,2,28,0,5.18,95.64,5.11,316.4,101.6,0.0
2025,2,28,1,5.14,95.93,5.23,321.0,101.62,0.0
2025,2,28,2,5.07,96.06,5.55,328.6,101.66,0.0
2025,2,28,3,4.99,95.91,5.94,336.3,101.72,0.0
2025,2,28,4,4.85,96.18,6.25,344.6,101.81,0.0
2025,2,28,5,4.75,95.99,6.25,352.4,101.9,0.0
2025,2,28,6,4.55,95.12,6.04,359.6,101.99,3.95
2025,2,28,7,4.61,92.11,5.89,7.5,102.07,49.5
2025,2,28,8,5.03,87.07,5.82,13.7,102.13,130.35
2025,2,28,9,5.99,81.83,5.26,11.0,102.16,199.02
2025,2,28,10,7.15,76.21,4.98,2.6,102.19,250.07
2025,2,28,11,7.97,71.59,5.11,358.1,102.18,268.9
2025,2,28,12,8.28,70.68,5.3,359.1,102.16,284.02
2025,2,28,13,8.24,71.91,5.33,3.9,102.15,234.82
2025,2,28,14,8.07,73.36,5.16,10.7,102.15,195.62
2025,2,28,15,7.65,77.2,4.47,15.2,102.15,134.45
2025,2,28,16,6.09,88.05,3.02,15.4,102.19,61.5
2025,2,28,17,4.33,93.5,3.1,19.0,102.24,0.0
2025,2,28,18,4.06,95.15,3.36,26.0,102.3,0.0
2025,2,28,19,3.68,97.16,3.4,31.2,102.36,0.0
2025,2,28,20,3.21,99.22,3.31,34.8,102.41,0.0
2025,2,28,21,2.73,100.0,3.23,37.8,102.44,0.0
2025,2,28,22,2.32,100.0,3.07,40.1,102.47,0.0
2025,2,28,23,1.87,100.0,2.81,41.0,102.47,0.0
2025,3,1,0,1.53,100.0,2.56,41.8,102.48,0.0
2025,3,1,1,1.42,100.0,2.37,41.1,102.49,0.0
2025,3,1,2,1.87,99.62,2.82,37.1,102.49,0.0
2025,3,1,3,1.84,97.52,3.01,33.7,102.52,0.0
2025,3,1,4,1.57,97.31,2.77,28.5,102.56,0.0
2025,3,1,5,1.41,97.03,2.74,26.9,102.61,0.0
2025,3,1,6,1.56,96.77,2.78,27.9,102.67,4.53
2025,3,1,7,2.22,95.81,3.17,31.7,102.76,48.88
2025,3,1,8,3.16,92.9,3.65,36.3,102.83,115.85
2025,3,1,9,4.16,88.02,4.02,38.1,102.88,170.5
2025,3,1,10,5.37,82.0,4.13,38.3,102.9,222.75
2025,3,1,11,6.67,75.62,4.22,39.2,102.9,174.88
2025,3,1,12,7.6,71.38,4.27,41.1,102.85,159.9
2025,3,1,13,8.11,69.07,4.33,45.7,102.81,160.62
2025,3,1,14,8.12,69.16,4.27,51.5,102.79,143.73
2025,3,1,15,7.55,72.53,3.94,56.9,102.78,108.05
2025,3,1,16,5.51,85.68,2.52,60.8,102.81,55.47
2025,3,1,17,2.85,93.69,2.8,63.9,102.88,0.0
2025,3,1,18,2.02,98.08,2.85,70.3,102.95,0.0
2025,3,1,19,1.31,100.0,2.84,79.0,103.01,0.0
2025,3,1,20,0.64,100.0,2.8,89.2,103.07,0.0
2025,3,1,21,0.04,100.0,2.72,97.4,103.09,0.0
2025,3,1,22,-0.43,100.0,2.55,101.8,103.09,0.0
2025,3,1,23,-0.49,100.0,2.26,103.9,103.06,0.0
2025,3,2,0,-0.19,100.0,1.8,106.1,103.04,0.0
2025,3,2,1,0.17,100.0,1.83,99.8,103.03,0.0
2025,3,2,2,0.09,100.0,1.68,66.5,103.06,0.0
2025,3,2,3,0.13,98.65,2.21,47.0,103.11,0.0
2025,3,2,4,0.19,97.43,2.72,56.0,103.12,0.0
2025,3,2,5,0.11,97.46,2.65,71.1,103.11,0.0
2025,3,2,6,0.06,97.27,2.58,84.2,103.11,9.5
2025,3,2,7,0.61,95.55,2.56,91.8,103.12,119.6
2025,3,2,8,2.28,91.17,2.76,93.3,103.14,267.1
2025,3,2,9,4.92,79.09,3.2,93.0,103.12,398.3
2025,3,2,10,6.71,71.0,3.23,94.6,103.07,499.95
2025,3,2,11,7.85,67.02,3.0,96.7,103.0,545.53
2025,3,2,12,8.77,63.2,2.71,94.0,102.92,546.3
2025,3,2,13,9.3,61.5,2.38,84.5,102.84,492.6
2025,3,2,14,9.36,61.78,2.23,70.1,102.79,391.42
2025,3,2,15,8.8,67.04,2.2,58.5,102.76,252.38
2025,3,2,16,6.34,83.24,2.07,48.9,102.74,108.32
2025,3,2,17,3.63,85.23,2.8,48.2,102.75,0.0
2025,3,2,18,2.71,88.54,3.08,53.1,102.75,0.0
2025,3,2,19,2.0,91.27,3.17,62.0,102.74,0.0
2025,3,2,20,1.34,94.21,3.18,75.2,102.74,0.0
2025,3,2,21,0.69,96.92,3.16,91.6,102.71,0.0
2025,3,2,22,0.05,99.88,3.05,109.9,102.68,0.0
2025,3,2,23,-0.43,100.0,2.8,130.5,102.64,0.0
2025,3,3,0,-0.73,100.0,2.6,153.7,102.6,0.0
2025,3,3,1,-1.09,100.0,2.55,174.6,102.57,0.0
2025,3,3,2,-1.47,100.0,2.51,188.5,102.54,0.0
2025,3,3,3,-1.78,100.0,2.51,195.5,102.53,0.0
2025,3,3,4,-2.07,100.0,2.59,198.4,102.53,0.0
2025,3,3,5,-2.28,100.0,2.65,202.9,102.54,0.0
2025,3,3,6,-1.92,100.0,2.5,208.9,102.57,11.62
2025,3,3,7,0.96,89.18,2.6,215.3,102.6,131.57
2025,3,3,8,2.76,83.26,2.14,220.1,102.61,284.15
2025,3,3,9,5.26,76.67,1.02,237.4,102.61,416.65
2025,3,3,10,8.17,62.89,0.09,347.5,102.58,511.88
2025,3,3,11,10.32,52.03,0.41,18.4,102.54,553.92
2025,3,3,12,11.14,50.1,0.97,1.8,102.48,550.38
2025,3,3,13,11.39,50.95,1.57,9.2,102.42,492.95
2025,3,3,14,11.22,53.22,1.93,23.2,102.37,389.55
2025,3,3,15,10.49,62.04,1.78,38.6,102.33,251.35
2025,3,3,16,7.96,75.1,1.82,50.8,102.31,98.72
2025,3,3,17,5.72,72.27,2.27,59.3,102.33,4.47
2025,3,3,18,4.76,74.79,2.4,68.2,102.34,0.0
2025,3,3,19,4.25,76.54,2.37,77.3,102.36,0.0
2025,3,3,20,3.99,77.76,2.19,82.6,102.38,0.0
2025,3,3,21,3.77,78.36,1.91,78.5,102.38,0.0
2025,3,3,22,3.23,80.34,1.74,66.7,102.37,0.0
2025,3,3,23,2.44,83.83,1.78,61.4,102.35,0.0
2025,3,4,0,1.7,86.93,1.79,72.1,102.31,0.0
2025,3,4,1,1.13,88.56,1.75,92.3,102.28,0.0
2025,3,4,2,0.77,89.09,1.63,110.4,102.25,0.0
2025,3,4,3,0.61,88.83,1.4,117.3,102.24,0.0
2025,3,4,4,0.38,89.82,1.16,110.2,102.25,0.0
2025,3,4,5,0.17,90.94,1.14,108.9,102.26,0.0
2025,3,4,6,0.05,91.48,1.29,127.1,102.27,11.77
2025,3,4,7,1.48,88.53,1.44,149.5,102.28,120.05
2025,3,4,8,3.15,81.58,1.62,165.4,102.28,254.85
2025,3,4,9,5.43,76.25,0.85,159.4,102.28,382.08
2025,3,4,10,8.85,60.01,0.97,101.9,102.26,472.1
2025,3,4,11,11.18,51.57,1.15,91.5,102.22,520.83
2025,3,4,12,12.22,50.06,1.08,93.7,102.16,535.08
2025,3,4,13,12.71,50.12,1.05,100.5,102.11,479.15
2025,3,4,14,12.74,52.22,1.24,120.5,102.07,376.35
